iterations,time,lowerbound,upperbound,graph_size,queue_size,explore,exploit
1080000,3074.5,0.00493907,0.0557685,385482,2926721,10000,0
1210000,3091.56,0.00493907,0.0557685,422929,2994570,10000,0
870000,3088.43,0.00493907,0.0557685,321845,2884880,10000,0
1280000,3074.27,0.00493907,0.0557685,442217,2989338,10000,0
1090000,3119.67,0.00493907,0.0557685,388330,2945791,10000,0
1220000,3131.61,0.00493907,0.0557685,425564,2984591,10000,0
1290000,3107.87,0.00493907,0.0557685,445037,2979368,10000,0
880000,3141.83,0.00493907,0.0557685,324855,2874901,10000,0
1100000,3164.91,0.00493907,0.0557685,391265,2935826,10000,0
1300000,3141.9,0.00493907,0.0557685,447774,3002473,10000,0
1230000,3172.85,0.00493907,0.0557685,428445,2974624,10000,0
1310000,3175.24,0.00493907,0.0557685,450560,2992506,10000,0
890000,3197.44,0.00493907,0.0557685,327921,2864932,10000,0
1110000,3210.93,0.00493907,0.0557685,394062,2961535,10000,0
1240000,3213.75,0.00493907,0.0557685,431128,2966195,10000,0
1320000,3210.61,0.00493907,0.0557685,453173,2983735,10000,0
1250000,3255.53,0.00493907,0.0557685,433959,2987210,10000,0
900000,3251.75,0.00493907,0.0557685,330995,2854965,10000,0
1120000,3257.11,0.00493907,0.0557685,397139,2951565,10000,0
1330000,3244.01,0.00493907,0.0557685,455977,3005137,10000,0
1260000,3296.74,0.00493907,0.0557685,436638,2982222,10000,0
1340000,3278.29,0.00493907,0.0557685,458668,3024756,10000,0
1130000,3303.27,0.00493907,0.0557685,400060,2941597,10000,0
910000,3305.96,0.00493907,0.0557685,334092,2844989,10000,0
1270000,3337.13,0.00493907,0.0557685,439546,2995095,10000,0
1350000,3313.25,0.00493907,0.0557685,461280,3052306,10000,0
1140000,3349.33,0.00493907,0.0557685,402885,2931622,10000,0
920000,3359.58,0.00493907,0.0557685,337311,2871228,10000,0
1360000,3348.13,0.00493907,0.0557685,463940,3066127,10000,0
1280000,3377.68,0.00493907,0.0557685,442217,2989338,10000,0
1150000,3395.32,0.00493907,0.0557685,405833,2946771,10000,0
1370000,3383.72,0.00493907,0.0557685,466477,3056157,10000,0
1290000,3418.2,0.00493907,0.0557685,445037,2979368,10000,0
930000,3414.48,0.00493907,0.0557685,340471,2861255,10000,0
1380000,3418.31,0.00493907,0.0557685,469142,3046185,10000,0
1160000,3443.93,0.00493907,0.0557685,408515,2944429,10000,0
1300000,3459.52,0.00493907,0.0557685,447774,3002473,10000,0
940000,3470.16,0.00493907,0.0557685,343584,2854435,10000,0
1390000,3454.94,0.00493907,0.0557685,471674,3045630,10000,0
1170000,3488.55,0.00493907,0.0557685,411648,2934801,10000,0
1310000,3498.29,0.00493907,0.0557685,450560,2992506,10000,0
1400000,3489.76,0.00493907,0.0557685,474368,3085782,10000,0
950000,3524.04,0.00493907,0.0557685,346684,2912691,10000,0
1180000,3535.91,0.00493907,0.0557685,414415,2958783,10000,0
1320000,3540.71,0.00493907,0.0557685,453173,2983735,10000,0
1410000,3526.14,0.00493907,0.0557685,477022,3075809,10000,0
1330000,3581.2,0.00493907,0.0557685,455977,3005137,10000,0
1190000,3584.71,0.00493907,0.0557685,417194,2948807,10000,0
960000,3580.68,0.00493907,0.0557685,349603,2902716,10000,0
1420000,3563.19,0.00493907,0.0557685,479383,3065826,10000,0
1340000,3622.74,0.00493907,0.0557685,458668,3024756,10000,0
1430000,3599.72,0.00493907,0.0557685,482028,3055867,10000,0
1200000,3632.62,0.00493907,0.0557685,420022,2972103,10000,0
970000,3635.26,0.00493907,0.0557685,352837,2893085,10000,0
1440000,3636.86,0.00493907,0.0557685,484401,3045887,10000,0
