iterations,time,lowerbound,upperbound,graph_size,queue_size,explore,exploit
480000,698.148,0.0334391,0.0747685,192445,2369321,10000,0
490000,716.728,0.0334391,0.0747685,195815,2359696,10000,0
500000,735.295,0.0334391,0.0747685,199467,2387068,10000,0
510000,753.522,0.0334391,0.0747685,203060,2378119,10000,0
520000,772.638,0.0334391,0.0747685,206569,2406247,10000,0
530000,791.718,0.0334391,0.0747685,209959,2434442,10000,0
540000,811.14,0.0334391,0.0747685,213612,2461034,10000,0
550000,830.374,0.0334391,0.0747685,217204,2451404,10000,0
560000,850.541,0.0334391,0.0747685,220556,2529521,10000,0
570000,870.25,0.0334391,0.0747685,223962,2540333,10000,0
580000,890.367,0.0334391,0.0747685,227354,2565483,10000,0
590000,910.675,0.0334391,0.0747685,230557,2556872,10000,0
600000,931.073,0.0334391,0.0747685,233997,2617891,10000,0
610000,951.734,0.0334391,0.0747685,237283,2608614,10000,0
620000,972.789,0.0334391,0.0747685,240570,2633734,10000,0
630000,993.863,0.0334391,0.0747685,243950,2623747,10000,0
640000,1015.22,0.0334391,0.0747685,247188,2613788,10000,0
650000,1036.69,0.0334391,0.0747685,250366,2603821,10000,0
660000,1058.23,0.0334391,0.0747685,253870,2593834,10000,0
670000,1080.15,0.0334391,0.0747685,257180,2583872,10000,0
680000,1102.05,0.0334391,0.0747685,260469,2573902,10000,0
690000,1124.15,0.0334391,0.0747685,263828,2563929,10000,0
700000,1146.67,0.0334391,0.0747685,267150,2588726,10000,0
710000,1169.56,0.0334391,0.0747685,270338,2613268,10000,0
720000,1192.23,0.0334391,0.0747685,273757,2604329,10000,0
730000,1215.36,0.0334391,0.0747685,276982,2627390,10000,0
740000,1238.07,0.0334391,0.0747685,280368,2641074,10000,0
750000,1262.87,0.0334391,0.0747685,283546,2631102,10000,0
760000,1286.35,0.0334391,0.0747685,286905,2631352,10000,0
770000,1309.91,0.0334391,0.0747685,290051,2621376,10000,0
780000,1334.13,0.0334391,0.0747685,293178,2644798,10000,0
790000,1357.97,0.0334391,0.0747685,296473,2635386,10000,0
800000,1382.6,0.0334391,0.0747685,299679,2658172,10000,0
810000,1407.32,0.0334391,0.0747685,302814,2680918,10000,0
820000,1431.85,0.0334391,0.0747685,306047,2671277,10000,0
830000,1457.1,0.0334391,0.0747685,309258,2692623,10000,0
840000,1482.23,0.0334391,0.0747685,312375,2683940,10000,0
850000,1507.67,0.0334391,0.0747685,315538,2700410,10000,0
860000,1533.31,0.0334391,0.0747685,318545,2695514,10000,0
870000,1559.15,0.0334391,0.0747685,321755,2685550,10000,0
880000,1585.43,0.0334391,0.0747685,324854,2675573,10000,0
890000,1612.1,0.0334391,0.0747685,327950,2665609,10000,0
900000,1638.72,0.0334391,0.0747685,330999,2655631,10000,0
910000,1665.16,0.0334391,0.0747685,334149,2645660,10000,0
920000,1692.29,0.0334391,0.0747685,337282,2667713,10000,0
930000,1719.45,0.0334391,0.0747685,340378,2657747,10000,0
940000,1746.33,0.0334391,0.0747685,343642,2654809,10000,0
950000,1774.2,0.0334391,0.0747685,346712,2700297,10000,0
960000,1801.88,0.0334391,0.0747685,349643,2690332,10000,0
970000,1829.73,0.0334391,0.0747685,352649,2680358,10000,0
980000,1857.32,0.0334391,0.0747685,355663,2701020,10000,0
990000,1885.31,0.0334391,0.0747685,358606,2691057,10000,0
1000000,1913,0.0334391,0.0747685,361634,2681084,10000,0
1010000,1940.3,0.0334391,0.0747685,364595,2671113,10000,0
1020000,1967.62,0.0334391,0.0747685,367776,2691468,10000,0
1030000,1996.44,0.0334391,0.0747685,370845,2711819,10000,0
1040000,2024.93,0.0334391,0.0747685,373790,2701846,10000,0
1050000,2053.83,0.0334391,0.0747685,376721,2691878,10000,0
1060000,2083.66,0.0334391,0.0747685,379585,2706325,10000,0
1070000,2112.37,0.0334391,0.0747685,382600,2702265,10000,0
1080000,2141.28,0.0334391,0.0747685,385507,2720353,10000,0
1090000,2170.5,0.0334391,0.0747685,388301,2710723,10000,0
1100000,2200.04,0.0334391,0.0747685,391133,2703826,10000,0
1110000,2228.97,0.0334391,0.0747685,394175,2720077,10000,0
1120000,2258.75,0.0334391,0.0747685,397035,2710111,10000,0
1130000,2287.25,0.0334391,0.0747685,400111,2700140,10000,0
1140000,2317.06,0.0334391,0.0747685,402854,2690163,10000,0
1150000,2346.48,0.0334391,0.0747685,405815,2708458,10000,0
1160000,2376.32,0.0334391,0.0747685,408698,2698495,10000,0
1170000,2407.31,0.0334391,0.0747685,411523,2716797,10000,0
1180000,2437.4,0.0334391,0.0747685,414358,2706825,10000,0
1190000,2467.99,0.0334391,0.0747685,417223,2696849,10000,0
1200000,2499.11,0.0334391,0.0747685,420015,2742034,10000,0
1210000,2529.17,0.0334391,0.0747685,422888,2732406,10000,0
1220000,2560.19,0.0334391,0.0747685,425617,2722428,10000,0
1230000,2590.5,0.0334391,0.0747685,428528,2712464,10000,0
1240000,2621.36,0.0334391,0.0747685,431072,2702487,10000,0
1250000,2651.21,0.0334391,0.0747685,434027,2720114,10000,0
1260000,2681.14,0.0334391,0.0747685,436639,2710138,10000,0
1270000,2710.87,0.0334391,0.0747685,439469,2704125,10000,0
1280000,2740.02,0.0334391,0.0747685,442335,2716346,10000,0
1290000,2769.39,0.0334391,0.0747685,445015,2706375,10000,0
1300000,2799.82,0.0334391,0.0747685,447682,2723301,10000,0
1310000,2829.44,0.0334391,0.0747685,450606,2713333,10000,0
1320000,2860.76,0.0334391,0.0747685,453170,2703366,10000,0
1330000,2889.61,0.0334391,0.0747685,456130,2721625,10000,0
1340000,2920.78,0.0334391,0.0747685,458641,2735857,10000,0
1350000,2951.02,0.0334391,0.0747685,461285,2755124,10000,0
1360000,2981.21,0.0334391,0.0747685,464022,2767310,10000,0
1370000,3012.66,0.0334391,0.0747685,466584,2757335,10000,0
1380000,3043.91,0.0334391,0.0747685,469158,2747353,10000,0
1390000,3074.85,0.0334391,0.0747685,471728,2786715,10000,0
1400000,3106.05,0.0334391,0.0747685,474319,2777083,10000,0
1410000,3137.85,0.0334391,0.0747685,476970,2767118,10000,0
1420000,3171.08,0.0334391,0.0747685,479404,2757135,10000,0
1430000,3203.93,0.0334391,0.0747685,481988,2747174,10000,0
1440000,3237.6,0.0334391,0.0747685,484314,2737197,10000,0
1450000,3270.17,0.0334391,0.0747685,486890,2727224,10000,0
1460000,3303.18,0.0334391,0.0747685,489532,2717259,10000,0
1470000,3336.83,0.0334391,0.0747685,492162,2707290,10000,0
1480000,3369.99,0.0334391,0.0747685,494861,2697314,10000,0
1490000,3402.55,0.0334391,0.0747685,497722,2687350,10000,0
1500000,3436.18,0.0334391,0.0747685,500412,2701215,10000,0
1510000,3470.14,0.0334391,0.0747685,503096,2691930,10000,0
1520000,3503.97,0.0334391,0.0747685,505786,2681951,10000,0
1530000,3538.74,0.0334391,0.0747685,508282,2671985,10000,0
1540000,3573.81,0.0334391,0.0747685,510948,2662005,10000,0
1550000,3609.12,0.0334391,0.0747685,513627,2652044,10000,0
