iterations,time,lowerbound,upperbound,graph_size,queue_size,explore,exploit
1,0.0035557,0.0464691,0.0522792,1,34,1,0
10000,4.14332,0.0464691,0.0522792,4704,13534,9934,65
20000,7.3973,0.0464691,0.0522792,9238,11283,9758,242
30000,10.4983,0.0464691,0.0522792,13407,8274,9514,486
40000,13.3222,0.0464691,0.0522792,17751,8369,9468,532
50000,15.4555,0.0464691,0.0522792,20820,2219,7823,2177
52094,15.681,0.0436119,0.0436119,20829,1449,24,2070
